2026-04-02T16:05:55.282154Z [info     ] Initializing database connection pool [llmmllab] component=db_init
2026-04-02T16:05:55.590739Z [info     ] Successfully executed tool.create_tool_table [llmmllab] component=db_init
2026-04-02T16:05:55.616644Z [info     ] Successfully executed tool.migrate_basetool_interface [llmmllab] component=db_init
2026-04-02T16:05:55.618433Z [info     ] Successfully executed tool.create_embedding_index [llmmllab] component=db_init
2026-04-02T16:05:55.618527Z [info     ] ✅ Step 12/16 completed successfully [llmmllab] component=db_init
2026-04-02T16:05:55.618606Z [info     ] Step 13/16: Creating research tables [llmmllab] component=db_init
2026-04-02T16:05:55.619229Z [info     ] Successfully executed research.create_research_tasks_table [llmmllab] component=db_init
2026-04-02T16:05:55.619868Z [info     ] Successfully executed research.create_research_subtasks_table [llmmllab] component=db_init
2026-04-02T16:05:55.619998Z [info     ] ✅ Step 13/16 completed successfully [llmmllab] component=db_init
2026-04-02T16:05:55.620122Z [info     ] Step 14/16: Creating structured response tables [llmmllab] component=db_init
2026-04-02T16:05:55.628237Z [info     ] Successfully executed thought.create_table [llmmllab] component=db_init
2026-04-02T16:05:55.631917Z [info     ] Successfully executed analysis.create_table [llmmllab] component=db_init
2026-04-02T16:05:55.637690Z [info     ] Successfully executed tool_call.create_table [llmmllab] component=db_init
2026-04-02T16:05:55.652464Z [info     ] Successfully executed tool_call.migrate_to_tool_execution_result_schema [llmmllab] component=db_init
2026-04-02T16:05:55.652560Z [info     ] ✅ Step 14/16 completed successfully [llmmllab] component=db_init
2026-04-02T16:05:55.652642Z [info     ] Step 15/16: Creating message cascade delete triggers [llmmllab] component=db_init
2026-04-02T16:05:55.702558Z [info     ] Successfully executed message.create_message_cascade_delete_triggers [llmmllab] component=db_init
2026-04-02T16:05:55.702658Z [info     ] ✅ Step 15/16 completed successfully [llmmllab] component=db_init
2026-04-02T16:05:55.702736Z [info     ] Step 16/16: Creating todo tables [llmmllab] component=db_init
2026-04-02T16:05:55.706465Z [info     ] Successfully executed todo.create_table [llmmllab] component=db_init
2026-04-02T16:05:55.706563Z [info     ] ✅ Step 16/16 completed successfully [llmmllab] component=db_init
2026-04-02T16:05:55.706639Z [info     ] Database schema initialized successfully. [llmmllab] component=db_init
2026-04-02T16:05:55.707494Z [info     ] Database maintenance service initialized with 24 hour interval [llmmllab] component=db.maintenance
2026-04-02T16:05:55.707604Z [info     ] Database maintenance schedule started with 24 hour interval [llmmllab] component=db.maintenance
2026-04-02T16:05:55.707675Z [info     ] Database maintenance service started [llmmllab] component=db_init
2026-04-02T16:05:55.746960Z [info     ] Default model profiles ensured in database [llmmllab] component=db_init
2026-04-02T16:05:55.747067Z [info     ] Database schema initialized successfully [llmmllab] component=app
INFO:     Application startup complete.
[2026-04-02 16:06:19] [INFO] Checking service status...
[2026-04-02 16:06:19] [INFO] rest_api (PID 58) is running
2026-04-02T16:06:37.032500Z [debug    ] Processing request for path: /v1/messages [llmmllab] component=app
2026-04-02T16:06:37.032607Z [debug    ] Authenticating request for path: /v1/messages [llmmllab] component=app
2026-04-02T16:06:37.032653Z [debug    ] Authorization header present: True [llmmllab] component=auth_middleware
2026-04-02T16:06:37.032686Z [debug    ] e97f708d05caf834c983a466fc2b29c51fb452868084cf6b6b515c184c1e4639 [llmmllab] component=auth_middleware
2026-04-02T16:06:37.040691Z [debug    ] API key authentication successful for user CgNsc20SBGxkYXA [llmmllab] component=auth_middleware
2026-04-02T16:06:37.040759Z [debug    ] Authentication successful      [llmmllab] component=app
2026-04-02T16:06:37.044199Z [info     ] Anthropic request with tools   [llmmllab] component=anthropic_messages_router extra={'tool_count': 28, 'tool_names': ['Agent', 'AskUserQuestion', 'Bash', 'CronCreate', 'CronDelete', 'CronList', 'Edit', 'EnterPlanMode', 'EnterWorktree', 'ExitPlanMode', 'ExitWorktree', 'Glob', 'Grep', 'LSP', 'NotebookEdit', 'Read', 'Skill', 'TaskCreate', 'TaskGet', 'TaskList', 'TaskOutput', 'TaskStop', 'TaskUpdate', 'WebFetch', 'WebSearch', 'Write', 'mcp__plugin_context7_context7__query-docs', 'mcp__plugin_context7_context7__resolve-library-id'], 'client_tools_created': 28, 'tool_choice': None}
INFO:     10.42.0.0:46377 - "POST /v1/messages?beta=true HTTP/1.1" 200 OK
2026-04-02T16:06:37.046452Z [debug    ] User config retrieved from database: CgNsc20SBGxkYXA [llmmllab] component=userconfig_storage
2026-04-02T16:06:37.046519Z [info     ] Initializing composer service  [llmmllab]
2026-04-02T16:06:37.046562Z [info     ] Composer service initialized   [llmmllab]
2026-04-02T16:06:37.046599Z [debug    ] User config retrieved from memory cache: CgNsc20SBGxkYXA [llmmllab] component=userconfig_storage
2026-04-02T16:06:37.046649Z [debug    ] Cache operation: miss          [llmmllab] cache_key=workflow_CgNsc20SBGxkYXA_Qwen3_5_122B_A10B operation=miss success=True
2026-04-02T16:06:37.046695Z [info     ] Overriding primary profile model_name [llmmllab] component=IdeGraphBuilder new_model=Qwen3_5_122B_A10B original_model=? user_id=CgNsc20SBGxkYXA
2026-04-02T16:06:37.046800Z [debug    ] Building workflow              [llmmllab] component=IdeGraphBuilder model=Qwen3_5_122B_A10B model_arg=Qwen3_5_122B_A10B user_id=CgNsc20SBGxkYXA
2026-04-02T16:06:37.046868Z [debug    ] Requesting pipeline for model_id: Qwen3_5_122B_A10B, priority: PipelinePriority.NORMAL, grammar: None, metadata: {} [llmmllab] component=PipelineFactory
2026-04-02T16:06:37.046908Z [info     ] 📦 Using LOCAL cached path for Qwen3_5_122B_A10B (provider: ModelProvider.LLAMA_CPP) [llmmllab] component=PipelineFactory
2026-04-02T16:06:37.047024Z [info     ] 🆕 Creating new pipeline for 10000000-2000-3000-4000-500000000000_Qwen3.5-122B-A10B [llmmllab] component=LocalPipelineCacheManager
2026-04-02T16:06:37.047067Z [warning  ] ⚠ Very large context size (131,072) may cause high memory usage [llmmllab] component=LocalPipelineCacheManager
2026-04-02T16:06:37.047228Z [debug    ] Memory breakdown: model_weights=43.36GB, kv_cache=0.67GB, activation=0.02GB, overhead=2.17GB, total=46.22GB (n_ctx=131072, n_ubatch=128, hidden_size=3072, gpu_layers=48, quant=3bit, bytes_per_activation=1) [llmmllab] component=Resizer
2026-04-02T16:06:37.047277Z [debug    ] Corrected memory estimate for Qwen3.5-122B-A10B: 21.47GB (model: 43.36GB, kv_cache: 0.67GB, activation: 0.02GB, overhead: 2.17GB) [llmmllab] component=LocalPipelineCacheManager
Memory check: 49.72GB available vs 21.47GB required
2026-04-02T16:06:37.118163Z [debug    ] ✅ Sufficient memory available (21.47GB), no eviction needed [llmmllab] component=LocalPipelineCacheManager
2026-04-02T16:06:37.118251Z [info     ] 🎯 Routing to _create_text_pipeline for vision model Qwen3.5-122B-A10B [llmmllab] component=PipelineFactory
2026-04-02T16:06:37.118303Z [info     ] Creating text pipeline for model: Qwen3.5-122B-A10B, pipeline: llama, provider: ModelProvider.LLAMA_CPP [llmmllab] component=PipelineFactory
2026-04-02T16:06:37.118440Z [info     ] 🎯 Using profile-specific parameter optimization for Primary (Default) [llmmllab] component=ConfigUtils
2026-04-02T16:06:37.118605Z [info     ] Starting server for model Qwen3.5-122B-A10B [llmmllab] component=ChatLlamaCppPipeline model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.120517Z [info     ] 🌟 Starting NEW server on port 8001 (called from pipeline_factory.py:342 → chat.py:112 → chat.py:120) [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.476135Z [info     ] Parsed 210 flags from llama.cpp help output [llmmllab] component=DynamicFlagParser
2026-04-02T16:06:37.479595Z [debug    ] Skipping conflicting flag ['--port']: argument --port: conflicting option string: --port [llmmllab] component=DynamicFlagParser
2026-04-02T16:06:37.481440Z [info     ] Added 261 dynamic flags to argument parser [llmmllab] component=DynamicFlagParser
2026-04-02T16:06:37.481554Z [info     ] 🎯 Using profile-specific GPU config for Primary (Default) [llmmllab] component=ConfigUtils
2026-04-02T16:06:37.481736Z [info     ] Using multimodal projector: /models/qwen3.5/122-a10b/mmproj-f16.gguf [llmmllab] component=LlamaCppArgumentBuilder
2026-04-02T16:06:37.482854Z [debug    ] Built args: /llama.cpp/build/bin/llama-server --host 127.0.0.1 --port 8001 --threads 24 --ctx-size 131072 --batch-size 2048 --ubatch-size 1024 --flash-attn on --cache-type-k q4_0 --cache-type-v q4_0 --gpu-layers -1 --split-mode layer --main-gpu 1 --model /models/qwen3.5/122-a10b/ud-iq3_s.gguf --mirostat 1 --ctx-checkpoints 24 --cache-ram 0 --context-shift --no-warmup --parallel 1 --cont-batching --mmproj /models/qwen3.5/122-a10b/mmproj-f16.gguf --no-webui --timeout 30000 --jinja --reasoning-budget 0 [llmmllab] component=BaseArgumentBuilder
2026-04-02T16:06:37.482970Z [info     ] Server args: /llama.cpp/build/bin/llama-server --host 127.0.0.1 --port 8001 --threads 24 --ctx-size 131072 --batch-size 2048 --ubatch-size 1024 --flash-attn on --cache-type-k q4_0 --cache-type-v q4_0 --gpu-layers -1 --split-mode layer --main-gpu 1 --model /models/qwen3.5/122-a10b/ud-iq3_s.gguf --mirostat 1 --ctx-checkpoints 24 --cache-ram 0 --context-shift --no-warmup --parallel 1 --cont-batching --mmproj /models/qwen3.5/122-a10b/mmproj-f16.gguf --no-webui --timeout 30000 --jinja --reasoning-budget 0 [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.483136Z [info     ] Starting server on port 8001   [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.483241Z [debug    ] Command: /llama.cpp/build/bin/llama-server --host 127.0.0.1 --port 8001 --threads 24 --ctx-size 131072 --batch-size 2048 --ubatch-size 1024 --flash-attn on --cache-type-k q4_0 --cache-type-v q4_0 --gpu-layers -1 --split-mode layer --main-gpu 1 --model /models/qwen3.5/122-a10b/ud-iq3_s.gguf --mirostat 1 --ctx-checkpoints 24 --cache-ram 0 --context-shift --no-warmup --parallel 1 --cont-batching --mmproj /models/qwen3.5/122-a10b/mmproj-f16.gguf --no-webui --timeout 30000 --jinja --reasoning-budget 0 [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.483847Z [info     ] Process started with PID 1255, waiting for server readiness... [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.484349Z [debug    ] Waiting for server health at http://127.0.0.1:8001/health for up to 120 seconds [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
Starting new HTTP connection (1): 127.0.0.1:8001
2026-04-02T16:06:37.631926Z [debug    ] ggml_cuda_init: found 3 CUDA devices (Total VRAM: 60156 MiB): [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.634413Z [debug    ]   Device 0: NVIDIA GeForce RTX 3060, compute capability 8.6, VMM: yes, VRAM: 11909 MiB [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.637621Z [debug    ]   Device 1: NVIDIA GeForce RTX 3090, compute capability 8.6, VMM: yes, VRAM: 24122 MiB [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.640300Z [debug    ]   Device 2: NVIDIA GeForce RTX 3090, compute capability 8.6, VMM: yes, VRAM: 24124 MiB [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.652158Z [debug    ] build: 8464 (2bcdddd5e) with GNU 13.3.0 for Linux x86_64 [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.652306Z [debug    ] system info: n_threads = 24, n_threads_batch = 24, total_threads = 24 [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.652419Z [debug    ]                                [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.652519Z [debug    ] system_info: n_threads = 24 (n_threads_batch = 24) / 24 | CUDA : ARCHS = 860 | USE_GRAPHS = 1 | PEER_MAX_BATCH_SIZE = 128 | CPU : SSE3 = 1 | SSSE3 = 1 | AVX = 1 | AVX2 = 1 | F16C = 1 | FMA = 1 | BMI2 = 1 | LLAMAFILE = 1 | OPENMP = 1 | REPACK = 1 | [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.652627Z [debug    ]                                [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.652751Z [debug    ] init: using 23 threads for HTTP server [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.652868Z [debug    ] Web UI is disabled             [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.652962Z [debug    ] start: binding port with default address family [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.653435Z [debug    ] main: loading model            [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.653497Z [debug    ] srv    load_model: loading model '/models/qwen3.5/122-a10b/ud-iq3_s.gguf' [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:37.653570Z [debug    ] common_init_result: fitting params to device memory, for bugs during this step try to reproduce them with -fit off, or provide --verbose logs if the bug only occurs with -fit on [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:38.383682Z [debug    ] llama_params_fit_impl: projected memory use with initial parameters [MiB]: [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:38.383894Z [debug    ] llama_params_fit_impl:   - CUDA0 (NVIDIA GeForce RTX 3060):  11909 total,  11760 used,      1 free vs. target of   1024 [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:38.383985Z [debug    ] llama_params_fit_impl:   - CUDA1 (NVIDIA GeForce RTX 3090):  24122 total,  19768 used,   3157 free vs. target of   1024 [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:38.384062Z [debug    ] llama_params_fit_impl:   - CUDA2 (NVIDIA GeForce RTX 3090):  24124 total,  19319 used,   4471 free vs. target of   1024 [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:38.384128Z [debug    ] llama_params_fit_impl: projected to use 50848 MiB of device memory vs. 58479 MiB of free device memory [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:38.733839Z [debug    ] llama_params_fit_impl: with only dense weights in device memory there is a total surplus of 47475 MiB [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
Starting new HTTP connection (1): 127.0.0.1:8001
http://127.0.0.1:8001 "GET /health HTTP/1.1" 503 75
2026-04-02T16:06:38.987787Z [debug    ] Model still loading - /health returns 503: {"error":{"message":"Loading model","type":"unavailable_error","code":503}} [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:39.138784Z [debug    ] llama_params_fit_impl: filling dense-only layers back-to-front: [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:39.539961Z [debug    ] llama_params_fit_impl:   - CUDA2 (NVIDIA GeForce RTX 3090): 49 layers,   7177 MiB used,  16612 MiB free [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:39.540092Z [debug    ] llama_params_fit_impl:   - CUDA1 (NVIDIA GeForce RTX 3090):  0 layers,      0 MiB used,  22926 MiB free [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:39.540208Z [debug    ] llama_params_fit_impl:   - CUDA0 (NVIDIA GeForce RTX 3060):  0 layers,    588 MiB used,  11173 MiB free [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:39.540315Z [debug    ] llama_params_fit_impl: converting dense-only layers to full layers and filling them front-to-back with overflow to next device/system memory: [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
Starting new HTTP connection (1): 127.0.0.1:8001
http://127.0.0.1:8001 "GET /health HTTP/1.1" 503 75
2026-04-02T16:06:40.490077Z [debug    ] Model still loading - /health returns 503: {"error":{"message":"Loading model","type":"unavailable_error","code":503}} [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:41.422163Z [debug    ] llama_params_fit_impl:   - CUDA0 (NVIDIA GeForce RTX 3060): 11 layers ( 1 overflowing),  10653 MiB used,   1108 MiB free [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
Starting new HTTP connection (1): 127.0.0.1:8001
http://127.0.0.1:8001 "GET /health HTTP/1.1" 503 75
2026-04-02T16:06:41.991730Z [debug    ] Model still loading - /health returns 503: {"error":{"message":"Loading model","type":"unavailable_error","code":503}} [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:43.157468Z [debug    ] llama_params_fit_impl:   - CUDA1 (NVIDIA GeForce RTX 3090): 23 layers ( 1 overflowing),  21682 MiB used,   1243 MiB free [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
Starting new HTTP connection (1): 127.0.0.1:8001
http://127.0.0.1:8001 "GET /health HTTP/1.1" 503 75
2026-04-02T16:06:43.493512Z [debug    ] Model still loading - /health returns 503: {"error":{"message":"Loading model","type":"unavailable_error","code":503}} [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:44.142315Z [debug    ] llama_params_fit_impl:   - CUDA2 (NVIDIA GeForce RTX 3090): 15 layers ( 0 overflowing),  14847 MiB used,   8943 MiB free [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:44.142445Z [debug    ] llama_params_fit: successfully fit params to free device memory [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:44.142511Z [debug    ] llama_params_fit: fitting params to free memory took 6.49 seconds [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:44.150769Z [debug    ] llama_model_load_from_file_impl: using device CUDA0 (NVIDIA GeForce RTX 3060) (0000:04:00.0) - 11796 MiB free [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:44.151882Z [debug    ] llama_model_load_from_file_impl: using device CUDA1 (NVIDIA GeForce RTX 3090) (0000:0b:00.0) - 22990 MiB free [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:44.152950Z [debug    ] llama_model_load_from_file_impl: using device CUDA2 (NVIDIA GeForce RTX 3090) (0000:0c:00.0) - 23844 MiB free [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:44.184177Z [debug    ] llama_model_loader: loaded meta data with 52 key-value pairs and 879 tensors from /models/qwen3.5/122-a10b/ud-iq3_s.gguf (version GGUF V3 (latest)) [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:44.184306Z [debug    ] llama_model_loader: Dumping metadata keys/values. Note: KV overrides do not apply in this output. [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:44.184408Z [debug    ] llama_model_loader: - kv   0:                       general.architecture str              = qwen35moe [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
2026-04-02T16:06:44.184519Z [debug    ] llama_model_loader: - kv   1:                               general.type str              = model [llmmllab] component=LlamaCppServerManager model=Qwen3.5-122B-A10B
